,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
146,Sam Lacey,C,27,KCK,81,3083,15.5,.452,,.281,7.1,27.0,17.0,17.2,1.9,2.3,,,,0.4,4.7,5.0,.079,,-0.1,1.6,1.5,2.7
147,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,John Lambert,PF,23,CLE,54,333,13.9,.487,,.336,11.0,20.8,15.7,6.5,1.1,2.0,,,,0.3,0.5,0.7,.108,,-2.0,0.1,-1.9,0.0
149,Bob Lanier*,C,27,DET,64,2363,22.7,.579,,.364,9.3,23.5,16.3,13.9,1.5,1.9,,,,7.3,2.8,10.1,.205,,4.7,0.5,5.1,4.3
150,Stu Lantz,PG,29,LAL,53,853,9.8,.514,,.436,3.3,7.7,5.6,11.1,1.4,0.2,,,,0.6,0.5,1.0,.059,,-2.8,-0.3,-3.1,-0.2
151,John Laskowski,SG,22,CHI,71,1570,11.3,.441,,.174,3.1,11.5,7.0,5.8,1.7,0.4,,,,0.2,1.5,1.7,.051,,-1.6,-0.3,-1.9,0.1
152,Clyde Lee,C,31,PHI,79,1421,9.9,.477,,.337,11.2,19.6,15.4,5.3,0.7,1.0,,,,0.7,1.6,2.2,.076,,-1.8,-0.5,-2.2,-0.1
153,Greg Lee,PG,24,POR,5,35,12.8,.615,,.500,0.0,5.7,2.9,38.9,2.5,0.0,,,,0.0,0.0,0.0,.041,,-3.8,0.2,-3.5,0.0
154,Bob Love,SF,33,CHI,76,2823,14.1,.455,,.325,6.4,12.2,9.1,8.7,1.1,0.2,,,,2.2,2.3,4.5,.076,,0.0,-1.5,-1.6,0.3
155,Phil Lumpkin,PG,24,PHO,34,370,8.2,.448,,.462,2.1,4.6,3.4,16.2,1.8,0.0,,,,0.0,0.2,0.2,.022,,-3.0,-0.2,-3.2,-0.1
156,Pete Maravich*,SG,28,NOJ,62,2373,20.5,.524,,.371,1.9,10.7,6.3,23.8,1.6,0.5,,,,4.8,2.3,7.1,.144,,2.9,-0.4,2.5,2.7
157,Jack Marin,SF,31,TOT,79,1909,12.7,.473,,.232,3.5,10.3,6.7,11.9,1.1,0.3,,,,1.6,1.4,3.1,.077,,-0.8,-0.7,-1.5,0.3
158,Jack Marin,SF,31,BUF,12,278,11.9,.502,,.351,3.9,10.9,7.5,11.2,1.1,1.1,,,,0.2,0.2,0.4,.070,,-1.3,-0.4,-1.7,0.0
159,Jack Marin,SF,31,CHI,67,1631,12.8,.469,,.216,3.4,10.2,6.6,12.1,1.1,0.2,,,,1.4,1.2,2.7,.078,,-0.7,-0.7,-1.4,0.2
160,LaRue Martin,C,25,POR,63,889,10.3,.409,,.255,8.0,27.2,17.8,10.9,0.3,1.4,,,,-1.1,1.1,0.1,.004,,-3.8,-0.5,-4.3,-0.5
161,Clyde Mayes,PF,22,MIL,65,948,11.1,.489,,.391,11.0,17.7,14.4,5.2,0.4,2.3,,,,0.2,0.9,1.0,.053,,-3.0,-0.6,-3.6,-0.4
162,Ken Mayfield,SG,27,NYK,13,64,7.3,.391,,.065,1.6,11.4,6.4,10.4,0.0,0.0,,,,-0.2,0.0,-0.2,-0.134,,-5.8,-1.3,-7.0,-0.2
163,Bob McAdoo*,C,24,BUF,78,3328,23.3,.542,,.383,7.8,22.0,15.1,15.7,1.2,2.5,,,,7.7,4.6,12.3,.178,,3.6,0.2,3.8,4.9
164,Jim McDaniels,C,27,LAL,35,242,11.9,.429,,.088,10.7,18.4,14.7,8.5,0.7,2.0,,,,-0.1,0.3,0.2,.037,,-3.3,-0.8,-4.1,-0.1
165,Glenn McDonald,SF,23,BOS,75,1019,11.0,.439,,.123,5.4,7.6,6.5,9.5,1.7,1.0,,,,0.0,1.2,1.1,.053,,-2.0,0.3,-1.7,0.1
166,Jim McElroy,PG,22,NOJ,51,1134,12.5,.556,,.372,3.0,6.7,4.8,13.3,1.7,0.2,,,,1.7,0.9,2.6,.108,,-0.4,0.4,0.1,0.6
167,George McGinnis*,PF,25,PHI,77,2946,21.3,.482,,.414,8.5,23.1,15.9,18.7,3.0,0.7,,,,3.1,5.5,8.5,.139,,2.1,1.1,3.3,3.9
168,Jon McGlocklin,SG,32,MIL,33,336,10.9,.443,,.068,1.0,4.2,2.6,16.5,1.1,0.0,,,,0.1,0.1,0.2,.023,,-1.9,-1.6,-3.5,-0.1
169,Tom McMillen,C,23,BUF,50,708,11.5,.474,,.243,9.8,17.4,13.7,13.0,0.4,0.4,,,,0.2,0.6,0.8,.055,,-1.5,-1.1,-2.5,-0.1
170,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Jim McMillian,SF,27,BUF,74,2610,15.3,.578,,.239,5.5,9.9,7.8,11.3,1.5,0.3,,,,6.0,2.0,7.9,.146,,1.9,-0.4,1.4,2.3
172,Larry McNeill,PF,25,KCK,82,1613,17.0,.546,,.448,9.8,22.6,16.2,6.7,1.4,1.1,,,,2.6,1.8,4.3,.129,,-0.3,-0.8,-1.1,0.4
173,Cliff Meely,PF,28,TOT,34,313,13.1,.447,,.364,7.5,23.8,15.9,8.3,2.0,1.3,,,,-0.2,0.4,0.2,.026,,-3.9,-0.2,-4.1,-0.2
174,Cliff Meely,PF,28,HOU,14,174,12.0,.415,,.198,7.7,24.2,16.2,8.1,2.4,1.2,,,,-0.2,0.2,0.0,-0.010,,-4.0,-0.4,-4.4,-0.1
175,Cliff Meely,PF,28,LAL,20,139,14.5,.492,,.627,7.1,23.3,15.5,8.6,1.6,1.4,,,,0.0,0.2,0.2,.071,,-3.9,0.1,-3.8,-0.1
176,Dean Meminger,SG,27,ATL,68,1418,12.1,.460,,.401,4.6,6.4,5.5,21.6,1.8,0.3,,,,0.5,0.4,1.0,.033,,-0.9,-0.9,-1.8,0.1
177,John Mengelt,SG,26,DET,67,1105,19.4,.559,,.439,2.5,8.4,5.4,15.0,1.7,0.2,,,,2.7,0.5,3.2,.140,,1.7,-1.0,0.8,0.8
178,Joe Meriweather,C,22,HOU,81,2042,14.4,.526,,.349,8.9,18.2,13.7,5.5,0.8,3.1,,,,2.3,1.6,3.8,.090,,-0.3,-0.6,-0.9,0.6
179,Dave Meyers,PF,22,MIL,72,1589,13.4,.470,,.445,8.2,20.6,14.6,8.4,2.1,0.8,,,,0.3,2.1,2.4,.072,,-1.1,0.3,-0.7,0.5
180,Steve Mix,SF,28,PHI,81,3039,15.1,.565,,.416,6.8,14.2,10.5,9.7,2.3,0.5,,,,5.7,3.7,9.4,.148,,0.9,1.0,1.9,3.0
181,Eric Money,PG,20,DET,80,2267,16.3,.508,,.190,3.4,6.0,4.7,21.5,2.8,0.3,,,,2.8,1.5,4.2,.090,,0.3,0.0,0.3,1.3
182,Earl Monroe*,SG,31,NYK,76,2889,17.1,.521,,.263,1.7,8.1,4.9,16.3,1.8,0.4,,,,5.1,2.1,7.2,.119,,1.6,-0.1,1.5,2.5
183,Otto Moore,C,29,NOJ,81,2407,14.2,.473,,.336,6.6,26.3,16.4,12.4,1.6,3.0,,,,0.5,4.4,5.0,.099,,-0.5,2.1,1.6,2.2
184,Jeff Mullins,SG,33,GSW,29,311,14.5,.524,,.242,3.8,6.1,4.9,16.9,2.0,0.2,,,,0.5,0.3,0.9,.134,,-0.6,0.3,-0.3,0.2
185,Calvin Murphy*,PG,27,HOU,82,2995,19.9,.556,,.299,1.9,5.5,3.8,29.6,2.3,0.1,,,,7.7,1.1,8.8,.141,,2.4,-1.1,1.3,2.5
186,Lloyd Neal,PF,25,POR,68,2320,14.8,.517,,.296,6.5,18.9,12.9,7.5,1.0,2.4,,,,1.8,2.9,4.7,.097,,-0.6,0.0,-0.6,0.8
187,Don Nelson*,SF,35,BOS,75,943,15.1,.530,,.425,5.8,13.2,9.5,11.5,0.7,0.4,,,,1.7,0.9,2.6,.134,,0.4,-0.4,0.0,0.5
188,Louie Nelson,SG,24,NOJ,66,2030,12.3,.481,,.305,3.9,6.0,4.9,12.2,1.8,0.2,,,,1.3,1.6,2.9,.069,,-1.0,-0.3,-1.4,0.3
189,Mike Newlin,SG,27,HOU,82,3065,17.4,.577,,.396,2.6,9.1,5.9,20.9,1.6,0.1,,,,7.5,0.9,8.5,.133,,1.6,-1.0,0.6,2.0
190,Connie Norman,SG,22,PHI,65,818,12.7,.446,,.057,6.0,5.9,6.0,12.4,1.5,0.4,,,,0.3,0.5,0.8,.046,,-1.0,-1.2,-2.2,0.0
191,Willie Norwood,SF,28,SEA,64,1004,15.4,.569,,.674,9.1,14.6,11.8,7.8,1.9,0.2,,,,2.0,0.9,3.0,.141,,0.2,-0.4,-0.2,0.5
192,Frank Oleynick,SG,20,SEA,52,650,10.9,.439,,.244,1.5,5.7,3.6,11.6,1.4,0.5,,,,-0.2,0.3,0.1,.005,,-2.7,-1.7,-4.4,-0.4
193,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Steve Patterson,C,27,TOT,66,918,9.9,.414,,.245,8.3,17.4,12.6,12.4,0.8,1.0,,,,0.0,0.9,0.9,.047,,-2.0,0.2,-1.8,0.1
195,Steve Patterson,C,27,CLE,14,136,10.9,.448,,.263,5.1,16.4,10.6,8.6,1.0,2.0,,,,0.0,0.2,0.2,.074,,-2.2,0.5,-1.7,0.1
196,Steve Patterson,C,27,CHI,52,782,9.8,.407,,.242,8.8,17.6,12.9,13.0,0.8,0.8,,,,-0.1,0.8,0.7,.042,,-2.0,0.2,-1.8,0.0
197,Curtis Perry,PF,27,PHO,71,2353,15.8,.537,,.308,9.2,22.2,15.8,11.1,1.6,1.5,,,,2.8,3.2,6.0,.122,,0.2,0.2,0.5,1.5
198,Geoff Petrie,SG,27,POR,72,2557,15.2,.515,,.284,1.6,5.1,3.4,19.7,1.4,0.1,,,,3.1,1.4,4.6,.086,,0.0,-1.4,-1.5,0.3
199,Cliff Pondexter,PF,21,CHI,75,1326,13.1,.472,,.479,8.1,21.9,14.5,10.2,1.0,1.1,,,,0.6,1.6,2.2,.081,,-1.1,0.2,-0.9,0.4
200,Howard Porter,SF,27,DET,75,1482,13.0,.494,,.153,5.6,15.2,10.3,2.4,1.0,1.3,,,,1.4,0.9,2.4,.076,,-0.5,-1.4,-1.9,0.0
201,Kevin Porter,PG,25,DET,19,687,15.4,.462,,.238,2.1,4.6,3.3,37.6,2.3,0.2,,,,0.2,0.3,0.5,.036,,0.1,-1.5,-1.5,0.1
202,Jim Price,PG,26,MIL,80,2525,13.7,.454,,.173,3.1,7.5,5.4,21.9,2.7,0.7,,,,0.3,2.3,2.6,.049,,-1.5,0.5,-1.0,0.7
203,Ed Ratleff,SF,25,HOU,72,2401,13.5,.540,,.318,5.0,11.9,8.6,14.1,2.2,0.8,,,,3.0,1.5,4.5,.090,,0.1,0.6,0.7,1.6
204,Clifford Ray,C,27,GSW,82,2184,14.1,.558,,.569,12.0,21.9,17.0,8.2,1.6,1.9,,,,3.0,4.0,7.0,.154,,0.4,1.2,1.6,2.0
205,Kevin Restani,PF,24,MIL,82,1650,10.9,.481,,.085,7.5,16.0,11.9,8.0,1.0,0.4,,,,0.9,1.3,2.2,.065,,-1.1,-0.6,-1.7,0.1
206,Pat Riley*,SG,30,TOT,62,813,7.6,.431,,.256,2.1,4.5,3.3,9.8,1.2,0.4,,,,-0.7,0.4,-0.3,-0.019,,-4.8,-1.6,-6.5,-0.9
207,Pat Riley*,SG,30,LAL,2,23,7.4,.384,,.231,4.3,8.1,6.3,0.0,1.9,2.1,,,,-0.1,0.0,0.0,-0.093,,-4.6,-0.2,-4.8,0.0
208,Pat Riley*,SG,30,PHO,60,790,7.6,.434,,.257,2.1,4.4,3.2,10.0,1.2,0.3,,,,-0.6,0.4,-0.3,-0.017,,-4.8,-1.7,-6.5,-0.9
209,Ron Riley,PF,25,HOU,65,1049,10.5,.440,,.200,9.7,21.3,15.7,9.1,1.4,1.0,,,,-0.1,0.9,0.7,.033,,-2.0,-0.2,-2.2,-0.1
210,Mike Riordan,SF,30,WSB,78,1943,9.2,.464,,.145,2.4,7.4,5.0,8.9,1.3,0.3,,,,-0.1,1.8,1.7,.042,,-3.0,-0.1,-3.1,-0.6
211,Rick Roberson,C,28,KCK,74,709,10.3,.417,,.572,10.5,23.2,16.8,10.1,1.2,1.3,,,,-0.7,0.8,0.0,.002,,-4.1,-0.3,-4.4,-0.4
212,Truck Robinson,PF,24,WSB,82,2055,15.5,.501,,.403,7.3,20.5,14.1,8.0,0.9,2.7,,,,0.9,3.4,4.3,.099,,-0.9,0.6,-0.3,0.9
213,Bill Robinzine,PF,23,KCK,75,1327,14.6,.514,,.397,9.7,17.7,13.7,6.7,2.7,0.3,,,,0.8,1.6,2.4,.087,,-2.8,0.0,-2.9,-0.3
214,John Roche,SG,26,LAL,15,52,0.9,.254,,.286,0.0,5.3,2.8,13.7,0.0,0.0,,,,-0.2,0.0,-0.2,-0.151,,-5.4,-0.9,-6.2,-0.1
215,Curtis Rowe,PF,26,DET,80,2998,14.7,.513,,.311,7.8,16.3,12.0,8.5,0.7,0.8,,,,4.5,1.7,6.2,.099,,1.1,-1.4,-0.3,1.3
216,Campy Russell,SF,24,CLE,82,1961,19.0,.534,,.343,6.8,11.5,9.0,8.6,1.7,0.3,,,,4.7,2.0,6.7,.164,,2.2,-0.5,1.6,1.8
217,Cazzie Russell,SF,31,LAL,74,1625,14.7,.504,,.185,3.1,7.6,5.4,11.2,1.4,0.1,,,,2.2,0.9,3.0,.090,,-0.1,-1.3,-1.4,0.2
218,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,Fred Saunders,SF,24,PHO,17,146,12.7,.450,,.172,8.3,19.1,13.8,13.3,1.6,0.4,,,,-0.1,0.2,0.1,.026,,-3.1,-0.5,-3.7,-0.1
220,Dale Schlueter,C,30,BUF,71,773,10.7,.558,,.664,8.1,21.7,15.1,12.9,0.7,1.1,,,,0.3,0.9,1.2,.076,,-2.5,0.9,-1.6,0.1
221,Charlie Scott*,SG,27,BOS,82,2913,14.5,.495,,.256,3.6,8.5,6.0,16.9,1.6,0.4,,,,3.3,3.1,6.4,.106,,-0.6,0.3,-0.3,1.3
222,Bruce Seals,SF,22,SEA,81,2435,11.5,.475,,.300,6.5,15.2,10.7,6.6,1.2,1.0,,,,0.8,2.1,2.9,.057,,-2.0,-0.9,-2.9,-0.5
223,Ed Searcy,SF,23,BOS,4,12,5.6,.436,,.333,0.0,0.0,0.0,11.5,0.0,0.0,,,,0.0,0.0,0.0,-0.086,,-4.9,-0.2,-5.0,0.0
224,Gene Short,SF,22,TOT,34,222,9.8,.400,,.352,8.7,13.7,11.1,6.2,1.7,0.7,,,,-0.3,0.2,-0.1,-0.025,,-4.3,-0.7,-5.0,-0.2
225,Gene Short,SF,22,SEA,7,37,10.1,.547,,.182,5.4,14.3,9.8,7.4,0.0,0.0,,,,0.0,0.0,0.1,.080,,-3.6,-0.3,-4.0,0.0
226,Gene Short,SF,22,NYK,27,185,9.7,.381,,.375,9.3,13.6,11.4,5.9,2.0,0.9,,,,-0.4,0.2,-0.2,-0.046,,-4.5,-0.7,-5.2,-0.2
227,John Shumate,PF,23,TOT,75,1976,17.3,.596,,.551,7.9,21.6,14.9,9.2,1.9,0.9,,,,3.8,2.7,6.5,.158,,1.8,0.3,2.1,2.0
228,John Shumate,PF,23,PHO,43,930,19.0,.582,,.541,7.2,20.7,14.0,10.1,2.1,0.9,,,,1.8,1.3,3.1,.158,,2.1,0.2,2.3,1.0
229,John Shumate,PF,23,BUF,32,1046,15.8,.614,,.563,8.5,22.4,15.7,8.4,1.6,0.9,,,,2.0,1.4,3.4,.158,,1.5,0.4,1.9,1.0
230,Paul Silas,PF,32,BOS,81,2662,14.6,.488,,.450,13.4,24.4,18.9,9.8,0.9,0.6,,,,3.2,3.9,7.2,.129,,0.8,0.2,1.0,2.0
231,Tal Skinner,SF,23,SEA,72,1224,10.2,.489,,.281,7.3,15.1,11.1,7.0,1.8,0.3,,,,0.7,1.2,1.9,.074,,-1.1,0.2,-0.9,0.3
232,Jerry Sloan*,SG,33,CHI,22,617,11.2,.456,,.371,6.1,13.3,9.5,5.5,2.1,0.5,,,,0.2,0.7,0.9,.068,,-2.4,0.4,-2.1,0.0
233,Bingo Smith,SG,29,CLE,81,2338,13.1,.466,,.121,3.5,11.7,7.5,9.9,1.2,0.8,,,,1.5,2.3,3.7,.077,,-0.7,-0.5,-1.2,0.5
234,Elmore Smith,C,26,MIL,78,2809,17.7,.545,,.365,7.7,24.9,16.6,5.0,1.3,4.4,,,,4.1,4.7,8.7,.149,,0.8,1.3,2.1,2.9
235,Greg Smith,SF,29,POR,1,3,-18.2,.000,,.000,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,-0.709,,-5.1,-0.1,-5.2,0.0
236,Phil Smith,SG,23,GSW,82,2793,18.4,.525,,.296,4.6,8.2,6.4,18.7,1.7,0.3,,,,6.3,3.1,9.4,.161,,2.3,-0.3,2.0,2.8
237,Randy Smith,SG,27,BUF,82,3167,18.7,.549,,.330,3.5,10.0,6.9,23.1,2.1,0.1,,,,6.5,2.9,9.4,.143,,1.7,-0.2,1.4,2.8
238,Dick Snyder,SG,31,CLE,82,2274,14.7,.538,,.213,2.2,6.9,4.5,14.0,1.2,0.8,,,,4.4,1.8,6.2,.131,,0.7,0.1,0.7,1.6
239,Ricky Sobers,SG,23,PHO,78,1898,13.1,.507,,.308,4.6,10.1,7.4,15.9,2.5,0.2,,,,0.9,1.9,2.8,.072,,-2.0,0.4,-1.6,0.2
240,Mike Sojourner,C,22,ATL,67,1602,13.1,.500,,.227,7.9,21.4,14.5,5.3,1.1,1.3,,,,1.3,1.3,2.7,.079,,-0.7,-0.9,-1.6,0.2
241,Kevin Stacom,SG,24,BOS,77,1114,11.7,.478,,.235,5.5,8.8,7.1,15.5,0.9,0.2,,,,0.8,1.0,1.8,.076,,-1.1,-0.2,-1.3,0.2
242,Bud Stallworth,SF,26,NOJ,56,1051,12.2,.472,,.257,3.9,9.8,6.9,7.9,1.3,0.9,,,,0.1,0.9,1.1,.049,,-1.9,-0.9,-2.9,-0.2
243,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,Larry Steele,SG,26,POR,81,2382,13.7,.539,,.312,3.4,9.0,6.3,18.6,3.2,0.4,,,,1.9,2.9,4.8,.096,,-1.5,1.9,0.3,1.4
245,Terry Thomas,PF,22,DET,28,136,16.3,.495,,.446,11.2,16.2,13.7,3.2,1.3,0.8,,,,0.1,0.1,0.2,.082,,-2.4,-1.3,-3.7,-0.1
246,Nate Thurmond*,C,34,TOT,78,1393,12.0,.442,,.365,8.2,23.0,15.3,8.9,0.7,3.9,,,,0.2,2.2,2.4,.082,,-1.7,1.6,-0.1,0.7
247,Nate Thurmond*,C,34,CHI,13,260,11.4,.454,,.400,5.1,23.7,13.8,14.1,0.7,2.6,,,,0.1,0.4,0.4,.081,,-0.8,1.7,1.0,0.2
248,Nate Thurmond*,C,34,CLE,65,1133,12.1,.441,,.360,8.9,22.8,15.6,7.7,0.8,4.2,,,,0.1,1.9,1.9,.082,,-2.0,1.6,-0.3,0.5
249,Rudy Tomjanovich*,PF,27,HOU,79,2912,16.1,.551,,.240,6.4,18.0,12.4,9.4,0.7,0.3,,,,6.1,1.2,7.3,.120,,1.8,-1.7,0.1,1.5
250,George Trapp,PF,27,DET,76,1091,15.6,.483,,.146,7.4,14.5,10.8,7.2,1.4,1.1,,,,0.8,0.8,1.5,.068,,-0.8,-1.5,-2.2,-0.1
251,Wes Unseld*,C,29,WSB,78,2922,16.2,.574,,.344,10.0,26.3,18.4,18.5,1.3,1.1,,,,4.3,5.2,9.5,.156,,2.0,2.0,4.0,4.4
252,Dick Van Arsdale,SG,32,PHO,58,1870,12.4,.555,,.412,2.3,5.6,4.0,10.5,1.3,0.3,,,,3.1,0.9,4.0,.102,,-0.4,-1.0,-1.3,0.3
253,Tom Van Arsdale,SF,32,ATL,75,2026,11.1,.477,,.211,1.7,7.9,4.7,10.9,1.3,0.2,,,,1.1,0.5,1.6,.038,,-2.0,-1.3,-3.3,-0.7
254,Norm Van Lier,PG,28,CHI,76,3026,13.0,.424,,.323,4.3,9.7,6.8,24.8,2.4,0.5,,,,-0.2,3.3,3.2,.051,,-1.6,0.6,-1.0,0.8
255,Neal Walk,C,27,NYK,82,1340,14.5,.463,,.163,7.4,22.7,14.9,13.2,0.9,0.9,,,,0.2,1.5,1.7,.060,,-1.2,-0.2,-1.4,0.2
256,Foots Walker,PG,24,CLE,81,1280,15.3,.444,,.293,4.1,10.7,7.3,29.2,3.6,0.2,,,,0.4,1.9,2.3,.088,,-1.0,1.9,0.9,0.9
257,Jimmy Walker,SG,31,KCK,73,2490,13.6,.538,,.281,2.0,5.3,3.6,10.7,1.6,0.3,,,,4.3,0.9,5.2,.101,,-0.3,-0.7,-1.0,0.6
258,Bill Walton*,C,23,POR,51,1687,19.5,.494,,.311,8.2,32.4,20.6,19.7,1.3,2.5,,,,0.7,3.1,3.8,.109,,1.6,1.5,3.1,2.2
259,Cornell Warner,PF,27,LAL,81,2512,10.2,.509,,.244,8.8,18.4,13.8,5.3,1.0,0.9,,,,1.8,2.6,4.3,.083,,-1.4,-0.3,-1.7,0.2
260,Jim Washington,PF,32,BUF,1,7,3.7,.000,,.000,15.4,0.0,7.5,16.2,0.0,0.0,,,,0.0,0.0,0.0,-0.017,,-4.3,-0.1,-4.5,0.0
261,Kermit Washington,PF,24,LAL,36,492,11.6,.517,,.733,10.3,21.5,16.1,5.0,1.0,2.6,,,,0.2,0.7,0.9,.087,,-2.4,0.4,-2.0,0.0
262,Slick Watts,PG,24,SEA,82,2776,17.2,.457,,.339,4.1,9.6,6.8,32.2,4.2,0.3,,,,0.9,3.8,4.7,.080,,0.3,1.5,1.8,2.6
263,Nick Weatherspoon,SF,25,WSB,64,1083,15.8,.513,,.299,8.4,17.6,13.1,7.7,2.0,0.8,,,,0.7,1.7,2.4,.108,,-1.2,0.3,-0.9,0.3
264,Scott Wedman,SF,23,KCK,82,2968,13.9,.492,,.207,6.8,14.2,10.4,10.1,1.6,0.6,,,,2.6,2.2,4.9,.079,,-0.2,-0.8,-1.0,0.7
265,Bob Weiss,PG,33,BUF,66,995,10.0,.522,,.262,1.4,5.4,3.5,19.0,2.1,0.7,,,,0.6,0.8,1.4,.066,,-1.7,1.0,-0.7,0.3
266,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,Walt Wesley,C,31,LAL,1,7,13.3,.532,,2.000,0.0,13.2,6.8,18.9,0.0,0.0,,,,0.0,0.0,0.0,.042,,-4.6,0.0,-4.6,0.0
268,Paul Westphal*,PG,25,PHO,82,2960,19.9,.551,,.331,2.7,6.7,4.8,23.3,3.2,0.7,,,,6.3,3.2,9.6,.155,,2.3,0.8,3.1,3.8
269,John Wetzel,SG,31,PHO,37,249,10.1,.566,,.522,3.5,12.9,8.3,9.9,1.6,0.7,,,,0.2,0.2,0.4,.083,,-2.4,0.4,-1.9,0.0
270,Jo Jo White*,PG,29,BOS,82,3257,14.6,.484,,.170,1.8,7.6,4.7,19.9,1.5,0.3,,,,4.3,3.2,7.4,.109,,0.4,0.0,0.4,2.0
271,Rudy White,SG,22,HOU,32,284,12.5,.451,,.245,5.1,9.3,7.2,14.1,3.1,0.9,,,,0.0,0.2,0.2,.036,,-2.1,0.6,-1.4,0.1
272,Sidney Wicks,PF,26,POR,79,3044,16.4,.528,,.426,8.4,15.3,11.9,11.9,1.1,0.9,,,,4.2,2.9,7.1,.112,,1.1,-0.8,0.3,1.8
273,Jamaal Wilkes*,SF,22,GSW,82,2716,16.8,.499,,.220,6.9,18.3,12.7,8.7,1.7,0.6,,,,4.1,4.3,8.3,.147,,1.0,-0.3,0.8,1.9
274,Earl Williams,C,24,DET,46,562,15.2,.490,,.289,18.6,27.7,23.1,4.2,1.8,1.9,,,,0.5,0.8,1.3,.114,,0.1,-0.8,-0.7,0.2
275,Gus Williams,PG,22,GSW,77,1728,17.0,.473,,.273,3.5,5.3,4.4,19.3,3.6,0.8,,,,1.6,2.6,4.2,.117,,0.5,1.4,1.9,1.7
276,Nate Williams,SF,25,NOJ,81,1935,15.9,.493,,.252,6.9,11.7,9.3,8.8,2.5,0.5,,,,1.8,2.4,4.3,.106,,-0.3,0.1,-0.1,0.9
277,Ron Williams,PG,31,LAL,9,158,9.2,.452,,.302,1.3,10.0,5.8,16.8,0.8,0.0,,,,0.0,0.1,0.1,.023,,-3.1,-0.6,-3.7,-0.1
278,Bill Willoughby,SF,18,ATL,62,870,13.8,.445,,.352,11.9,22.6,17.1,5.1,2.0,1.8,,,,0.1,1.0,1.1,.063,,-1.0,-0.8,-1.7,0.1
279,Bobby Wilson,SG,25,CHI,58,856,11.5,.425,,.119,3.5,7.8,5.5,10.9,1.4,0.1,,,,-0.4,0.6,0.2,.013,,-2.4,-1.4,-3.8,-0.4
280,Lee Winfield,PG,28,KCK,22,214,12.8,.506,,.212,3.8,7.7,5.7,12.8,2.1,1.5,,,,0.2,0.2,0.4,.084,,-0.9,0.6,-0.3,0.2
281,Harthorne Wingo,PF,28,NYK,57,533,11.8,.486,,.368,8.7,12.0,10.3,4.6,1.6,0.8,,,,0.4,0.5,0.9,.077,,-0.8,-0.2,-1.0,0.1
282,Brian Winters,SG,23,MIL,78,2795,16.1,.496,,.163,2.5,6.6,4.6,20.1,2.1,0.5,,,,3.1,1.9,5.0,.085,,0.3,-0.5,-0.1,1.3
283,Luke Witte,C,25,CLE,22,99,10.2,.402,,.469,9.0,31.2,19.7,5.2,0.5,0.6,,,,-0.1,0.2,0.1,.026,,-4.1,-0.6,-4.6,-0.1
284,Dave Wohl,PG,26,HOU,50,700,8.8,.461,,.301,1.4,7.1,4.3,19.9,1.7,0.1,,,,-0.2,0.2,0.0,-0.003,,-4.1,-0.6,-4.7,-0.5
